-1.022273484525690446e+00,1.840176255414349149e-01
1.126941522360165759e+00,1.825408067576185456e+00
1.121784883283752698e+00,1.820051311627014279e+00
-1.502589737062725028e-01,1.665270456521820375e+00
-1.068222314875142853e+00,2.383491965244134980e-01
-1.526981254606615490e+00,5.542886487514805394e-01
7.008775799137763052e-01,1.543582124223122243e+00
-1.872851523571113397e+00,-7.232603448694797654e-01
8.772587930128357137e-01,-1.378306675953230087e+00
1.226371344515183814e+00,-8.018878022939665007e-01
8.755343222939329095e-01,5.862746863542239728e-01
-1.637748653036869673e+00,-8.562692187931871812e-01
-1.742561380259926018e+00,-8.837597932910060683e-01
7.288548309289670790e-01,-1.761372358026189744e+00
-1.058698310026868761e-01,-7.353414249897686217e-01
1.327998481820843235e+00,-1.056866817534009684e+00
-3.711014935688567995e-01,1.577536520214135152e+00
1.462211705800177786e+00,7.489763273403177157e-01
9.801339591449784727e-01,9.859681597629353922e-01
-6.316318264793352455e-02,4.973784797008917180e-01
-7.748534121782015838e-01,8.588961945197078895e-01
-9.553792859723739817e-01,-9.854086171724482091e-01
-1.974728096859994508e-01,6.682595034311139548e-01
1.713947456758853960e+00,-9.376049743990034768e-01
-4.777153471033819265e-01,-1.413842545093579872e+00
-4.394011781843869535e-01,-8.117558319159762226e-01
5.291995509171685264e-01,1.174473033274250344e+00
-6.066791227592189806e-01,1.766783268545080610e+00
7.185065111559723050e-01,5.987091185692466899e-01
1.857968608365946128e+00,1.879070268890103979e+00
1.226139149849872823e+00,-5.933927477578769816e-01
-1.427153714696718811e+00,-6.863642628978200433e-01
-7.737466272245536736e-01,1.073442737906376010e+00
-7.274822908997933268e-01,-1.008549312843548956e-01
-1.724676834722486340e+00,3.785288210912204909e-01
-1.383533498997961964e-01,-5.895716378416712145e-01
1.717475774813419509e+00,1.575593884814729062e+00
-1.619860109612591526e+00,-1.541766153123285576e+00
1.562281075852528733e+00,1.838948075242389457e+00
-1.864637459339532288e+00,1.303637807613131638e+00
1.246355895772171873e+00,-2.077015161633601892e+00
-1.457393188357667846e+00,-2.564937727918476518e-01
3.097889817489138942e-01,-8.673619434467209066e-01
-6.803340342280081998e-01,9.749736484021441774e-01
1.422998914124116165e+00,7.542988552218877762e-01
2.566564547319019063e-01,-1.126255425537802335e+00
-8.852809224681554845e-01,3.120863580475105592e-01
-4.570177316951031798e-01,-8.395045193684408380e-01
-9.047224950456675963e-01,1.210325983948126627e+00
-2.753096656850879675e-01,1.270398730547561250e+00
-1.303713116125720273e+00,6.573818908390153259e-01
1.413393461651541561e+00,-1.952912395996770356e-01
9.707834912309594166e-01,-5.106970136841914032e-01
9.021569852508730669e-01,3.275849555260008095e-01
1.043852727610146136e+00,-2.050935971655680756e+00
5.336720472108269497e-01,-1.645111069841797558e-01
5.000012998864020730e-01,-1.164140590947525311e+00
-1.038633448920099234e+00,-5.410157459910712729e-01
-1.192219168094085902e+00,-1.410720422775753491e+00
-8.118568744299103912e-01,4.136362889503052975e-01
8.423358064135850753e-01,-1.991983276226649280e-01
8.378923941123961328e-01,-4.916734710874410275e-01
1.970663317551631710e+00,-1.025332175665249340e-01
1.562830379125399460e-01,-1.621231032832723518e+00
1.628235254935716636e+00,7.020262418990980136e-01
7.983110520114036213e-01,-1.481347562107442783e+00
6.091619218255885926e-01,-1.181239920312728148e-01
1.667178695190718152e+00,-1.778245536504790447e+00
-1.119301133953096716e-01,2.066723404288009380e+00
-1.254268647194565212e-01,-3.719503759070587612e-01
-2.780588010239486429e-01,1.328680080152611964e+00
-1.696845679131937512e+00,-1.239106103746730803e+00
1.920413662432280066e+00,-9.854381847063974353e-01
1.406478426257162795e+00,-8.818419604509676324e-01
1.344534007628199745e-01,-1.902319532906002308e+00
-1.236476376754195083e+00,-1.308873291464610844e+00
7.540497761793596432e-01,-3.718639878862681214e-01
1.930993461488702767e+00,-8.766097141831686868e-01
5.057664039227938169e-01,1.153963656554737316e+00
9.761884080205045500e-01,-1.350207504024274474e+00
-3.261400010962223206e-02,-1.007722174989799768e+00
5.459084076877425140e-01,-6.170046008231627743e-01
-1.644823140080921675e+00,1.108405362529661708e+00
3.619360143362944093e-01,-1.919943526001031131e+00
-1.026823226917509047e+00,1.446402227461500711e+00
6.324913706220431919e-01,-5.696190308579928141e-01
-5.492933776092021603e-01,1.811501680264495651e+00
